P45985	Q14315	MI:0018	9006895	MI:0407
Q86TC9	P35609	MI:0018	11309420	MI:0407
Q04771	P49354	MI:0018	8599089	MI:0407
P23769	P29590	MI:0018	10938104	MI:0407
P15927	P40763	MI:0018	10875894	MI:0407
P84077	Q9NZ52	MI:0018	10747089	MI:0407
P61204	P53365	MI:0018	9038142	MI:0407
P61204	P53367	MI:0018	9038142	MI:0407
Q8IZH2	P04075	MI:0018	15231747	MI:0407
